23	1066	3151	1193.19	4600.67	63.65	67.65	18.75	68.01
26	1285	3949	1474.47	6526.19	82.44	86.79	17.89	75.2
29	1489	4648	1749.5	8684.6	102.78	107.45	17.02	80.82
32	1846	5390	2263.92	11691.97	124.57	129.54	18.17
35	2114	5890	2680.7	14330.9	147.7	152.97	18.15	93.69
