#	ohne	Al	Zn	Sn
8	57	50	33	37
9	94	82	52	58
10	119	96	51	68
11	122	98	46	63
12	136	108	40	57
13	136	109	33	51
14	105	78	21	35
15	112	83	17	29
16	110	78	15	24
